otu_id	kingdom	phylum	class	order	family	genus	species	strain
OTU9645	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. ors 310
OTU9646	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9647	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__magnetospirillum	s__magnetospirillum magneticum	magnetospirillum magneticum amb_1
OTU9648	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__methylococcales	f__methylococcaceae	g__methylococcus	s__methylococcus capsulatus	methylococcus capsulatus str. bath
OTU9649	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9650	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus terrae	paenibacillus terrae hpl_003
OTU9651	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus terrae	paenibacillus terrae hpl_003
OTU9652	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9653	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9654	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9655	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. semia 6164
OTU9656	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__rhodoblastus	s__rhodoblastus acidophilus	rhodoblastus acidophilus
OTU9657	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter vinelandii	azotobacter vinelandii ca
OTU9658	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__alcaligenaceae	g__azohydromonas	s__azohydromonas australica	azohydromonas australica
OTU9659	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__xanthobacteraceae	g__xanthobacter	s__xanthobacter autotrophicus	xanthobacter autotrophicus py2
OTU9660	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__phyllobacteriaceae	g__mesorhizobium	s__mesorhizobium alhagi	mesorhizobium alhagi
OTU9661	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9662	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__agrobacterium	s__agrobacterium tumefaciens	agrobacterium tumefaciens
OTU9663	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__enterobacteriales	f__enterobacteriaceae	g__dickeya	s__dickeya dadantii	dickeya dadantii 3937
OTU9665	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9666	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter chroococcum	azotobacter chroococcum
OTU9667	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9668	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. irbg 230
OTU9670	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9671	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__phyllobacteriaceae	g__mesorhizobium	s__mesorhizobium alhagi	mesorhizobium alhagi
OTU9672	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__rhodopseudomonas	s__rhodopseudomonas palustris	rhodopseudomonas palustris haa2
OTU9673	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. irbg 230
OTU9674	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfovibrionales	f__desulfovibrionaceae	g__desulfovibrio	s__desulfovibrio vulgaris	desulfovibrio vulgaris rch1
OTU9675	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9676	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter vinelandii	azotobacter vinelandii ca
OTU9677	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. semia 6014
OTU9679	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9680	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9681	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9682	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9683	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9684	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__alcaligenaceae	g__azohydromonas	s__azohydromonas australica	azohydromonas australica
OTU9685	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9686	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9687	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9688	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9689	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sp.	paenibacillus sp. as2(2010)
OTU9690	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9691	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9692	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9693	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9694	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. lppb8
OTU9695	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter uraniireducens	geobacter uraniireducens rf4
OTU9697	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__acetobacteraceae	g__gluconacetobacter	s__gluconacetobacter diazotrophicus	gluconacetobacter diazotrophicus pa1 5
OTU9698	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9699	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9700	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9701	k__bacteria	p__firmicutes	c__clostridia	o__clostridiales	f__ruminococcaceae	g__ruminiclostridium	s__[clostridium] papyrosolvens	clostridium papyrosolvens dsm 2782
OTU9702	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9703	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9704	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9705	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9706	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9707	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m18
OTU9708	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__skermanella	s__skermanella aerolata	skermanella aerolata
OTU9709	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9710	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9711	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9712	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9713	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. ors 285
OTU9714	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9715	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__agrobacterium	s__agrobacterium tumefaciens	agrobacterium tumefaciens
OTU9717	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9718	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9719	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. ors 277
OTU9721	k__bacteria	p__cyanobacteria	c__cyanobacteria	o__nostocales	f__rivulariaceae	g__calothrix	s__calothrix sp.	calothrix sp. lege 06100
OTU9722	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__skermanella	s__skermanella aerolata	skermanella aerolata
OTU9723	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. semia 6187
OTU9724	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__skermanella	s__skermanella aerolata	skermanella aerolata
OTU9725	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter vinelandii	azotobacter vinelandii ca
OTU9727	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sp.	paenibacillus sp. gj11
OTU9728	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__agrobacterium	s__agrobacterium tumefaciens	agrobacterium tumefaciens
OTU9729	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9730	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9731	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9735	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. irbg 230
OTU9736	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9737	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. ors 285
OTU9738	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9739	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter chroococcum	azotobacter chroococcum
OTU9740	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9741	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9742	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__phyllobacteriaceae	g__mesorhizobium	s__mesorhizobium septentrionale	mesorhizobium septentrionale
OTU9743	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus terrae	paenibacillus terrae hpl_003
OTU9744	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__methylocystaceae	g__methylosinus	s__methylosinus sp.	methylosinus sp. lw8
OTU9745	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9746	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__burkholderiaceae	g__burkholderia	s__burkholderia xenovorans	burkholderia xenovorans
OTU9749	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sp.	paenibacillus sp. jt91
OTU9750	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9751	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter chroococcum	azotobacter chroococcum
OTU9752	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus durus	paenibacillus durus
OTU9753	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum lipoferum	azospirillum lipoferum
OTU9754	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__agrobacterium	s__agrobacterium tumefaciens	agrobacterium tumefaciens
OTU9755	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__skermanella	s__skermanella aerolata	skermanella aerolata
OTU9756	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__phyllobacteriaceae	g__mesorhizobium	s__mesorhizobium alhagi	mesorhizobium alhagi
OTU9757	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9758	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__burkholderiales	g__ideonella	s__ideonella dechloratans	ideonella dechloratans
OTU9759	k__bacteria	p__bacteroidetes	c__sphingobacteriia	o__sphingobacteriales	f__chitinophagaceae	g__flavihumibacter	s__flavihumibacter sp.	flavihumibacter sp. zg627
OTU9761	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9762	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. ors 277
OTU9763	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sp.	paenibacillus sp. as2(2010)
OTU9764	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__acetobacteraceae	g__gluconacetobacter	s__gluconacetobacter diazotrophicus	gluconacetobacter diazotrophicus pa1 5
OTU9768	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sabinae	paenibacillus sabinae
OTU9769	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9770	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m21
OTU9771	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__comamonadaceae	g__polaromonas	s__polaromonas naphthalenivorans	polaromonas naphthalenivorans cj2
OTU9772	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9773	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9774	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9775	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9776	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9777	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__burkholderiales	g__leptothrix	s__leptothrix cholodnii	leptothrix cholodnii sp_6
OTU9778	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9779	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9781	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9782	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__rhodocyclales	f__rhodocyclaceae	g__dechloromonas	s__dechloromonas sp.	dechloromonas sp. siul
OTU9784	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum brasilense	azospirillum brasilense
OTU9785	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhodospirillales	f__rhodospirillaceae	g__azospirillum	s__azospirillum brasilense	azospirillum brasilense
OTU9789	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9791	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9792	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter bemidjiensis	geobacter bemidjiensis bem
OTU9793	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__rhodopseudomonas	s__rhodopseudomonas palustris	rhodopseudomonas palustris haa2
OTU9794	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9795	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__alcaligenaceae	g__azohydromonas	s__azohydromonas australica	azohydromonas australica
OTU9796	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9797	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus polymyxa	paenibacillus polymyxa
OTU9798	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9799	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__sinorhizobium	s__sinorhizobium fredii	sinorhizobium fredii bv. mediterranense
OTU9800	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__rhodocyclales	f__rhodocyclaceae	g__dechloromonas	s__dechloromonas sp.	dechloromonas sp. siul
OTU9801	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium sp.	bradyrhizobium sp. maff 210318
OTU9802	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus durus	paenibacillus durus
OTU9803	k__bacteria	p__firmicutes	c__clostridia	o__clostridiales	f__peptostreptococcaceae	g__peptoclostridium	s__peptoclostridium difficile	peptoclostridium difficile t5
OTU9804	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m18
OTU9805	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9806	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9807	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__rhodocyclales	f__rhodocyclaceae	g__dechloromonas	s__dechloromonas sp.	dechloromonas sp. siul
OTU9808	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__bradyrhizobiaceae	g__bradyrhizobium	s__bradyrhizobium japonicum	bradyrhizobium japonicum
OTU9809	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__chromatiales	f__chromatiaceae	g__thiocystis	s__thiocystis violascens	thiocystis violascens dsm 198
OTU9810	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium leguminosarum	rhizobium leguminosarum
OTU9811	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sp.	paenibacillus sp. gj11
OTU9812	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter sp.	geobacter sp. m21
OTU9813	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sp.	paenibacillus sp. jt91
OTU9814	k__bacteria	p__proteobacteria	c__betaproteobacteria	o__burkholderiales	f__burkholderiales	g__rubrivivax	s__rubrivivax benzoatilyticus	rubrivivax benzoatilyticus ja2
OTU9815	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus durus	paenibacillus durus
OTU9816	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9817	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9818	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__phyllobacteriaceae	g__mesorhizobium	s__mesorhizobium septentrionale	mesorhizobium septentrionale
OTU9819	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9821	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter uraniireducens	geobacter uraniireducens rf4
OTU9822	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter spp.	uncultured geobacter sp.
OTU9823	k__bacteria	p__proteobacteria	c__alphaproteobacteria	o__rhizobiales	f__rhizobiaceae	g__rhizobium	s__rhizobium sp.	rhizobium sp. fb2405
OTU9826	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus terrae	paenibacillus terrae hpl_003
OTU9827	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus sp.	paenibacillus sp. jt91
OTU9828	k__bacteria	p__firmicutes	c__bacilli	o__bacillales	f__paenibacillaceae	g__paenibacillus	s__paenibacillus graminis	paenibacillus graminis
OTU9829	k__bacteria	p__proteobacteria	c__deltaproteobacteria	o__desulfuromonadales	f__geobacteraceae	g__geobacter	s__geobacter uraniireducens	geobacter uraniireducens rf4
OTU9830	k__bacteria	p__proteobacteria	c__gammaproteobacteria	o__pseudomonadales	f__pseudomonadaceae	g__azotobacter	s__azotobacter chroococcum	azotobacter chroococcum
